NO,LICENCE NUMBER,NAME OF PHARMACY,TYPE,LOCATION,MMDA,REGION
2102,PC/GR/R/0243J,LISTINGS PHARMACY,Retail,"UNN. HSE, ZILEX PLAZA ASAFOATSE KALLON ST. ACCRA
SOWUTUOM",GA CENTRAL,Greater Accra
2103,PC/GR/R/0227L,LISTINGS PHARMACY LIMITED,Retail,"GC-081-3226, OMANJOR-DWENEWOHO",GA CENTRAL,Greater Accra
2104,PC/WR/WR/0030M,LIT CHEMIST LTD.,Wholesale/Retail,PLOT 10 ANGLICAN STORE MARKET CIRCLE TAKORADI,SEKONDI-TAKORADI,Western
2105,PC/NR/WR/0169H,LIVE WELL PHARMACY,Wholesale/Retail,"H/NO. K 114, KUKUO LAST STOP NEAR THE COMMUNITY
MOSQUE KUKUO",TAMALE,Northern
2106,PC/GR/R/0142M,LIVERITE PHARMACY,Retail,H/NO. 8 NII OWOO STREET GHANA AIRWAYS KISSEMAN,GA WEST,Greater Accra
2107,PC/GR/R/0031G,LIVERITE PHARMACY & HEALTHC,REe tLaTiDl.,"H/NO. JUBILEE HALL STR, UNIV OF GHANA,  LEGON",GA EAST,Greater Accra
2108,PC/VR/WR/0111B,LIVING CROWN PHARMACY,Wholesale/Retail,"SHOP NO. 3, AUNTI SIKA BLDG, OPPOSITE KINDOM
TRANSPORT HO",HO,Volta
2109,PC/GR/WR/0425H,LIZDAN PHARMACY,Wholesale/Retail,H/NO. 15/20 TOP BASE ROADE - GWAWE,GA SOUTH,Greater Accra
2110,PC/CR/R/0392K,LIZDAN PHARMACY,Retail,H/NO. 43/3 NEAR PENTECOST CHURCH AMANFROM KASOA,AWUTU SENYA,Central
2111,PC/GR/R/0202F,LIZDAN PHARMACY LTD.,Retail,"H/NO. 80, TOP BASE, GBAWE",GA SOUTH,Greater Accra
2112,PC/AS/R/0292K,LIZMOK PHARMACY LIMITED,Retail,H/NO. 34 - NEXT TO OPANYING KORANKYE-TUTUKA TATIESO,KMA,Ashanti
2113,PC/AS/R/0165N,LIZMOK PHARMACY LTD,Retail,PLOT 57 AO-066-8892 NEW BAAKOYEDEN OBUASI,OBUASI,Ashanti
2114,PC/AS/R/0357K,LIZMOK PHARMACY LTD,Retail,H/NO. AF 1A MANGOASE-ANYINAM ROAD FAUSU OBUASI,OBUASI,Ashanti
2115,PC/GR/R/0208J,LJ INVESTMENTS LIMITED,Retail,"UNN REGIMANUEL ROAD AMANFRAM-KATAMANSO
AMANFROM",ADENTAN,Greater Accra
2116,PC/GR/R/00707,LLOYDS PHARMACY,Retail,"H/NO. F288/4, OSU AKO ADJEI, ODWIRA BAAJOOHE ACCRA",AMA,Greater Accra
2117,PC/BA/WR/0102D,LLOYDS PHARMACY LTD.,Wholesale/Retail,"TMA 280, WENCHI HIGHWAY, OPP. KENTEN MKT, TECHIIMAN",TECHIMAN,Brong Ahafo
2118,PC/GR/R/0479K,LLOYLAN PHARMACY,Retail,H/NO. RP/14/ANT/20/21 EMFS ESTATES STREET LASHIBI TEPA,TMA,Greater Accra
2119,PC/GR/WR/0013N,LLOYLAN PHARMACY LIMITED,Wholesale/Retail,H/NO. C47 SANKOFA STREET COMMUNITY 16 SAKUMONO,TMA,Greater Accra
2120,PC/GR/R/0023L,LLOYLAN PHARMACY LTD,Retail,H/NO. 23 FERTILIZER LINK - TESHIE NUNGUA ESTATE,LA NKWANTANANG-MADINA,Greater Accra
2121,PC/CR/R/0050M,LONDON BRIDGE PHARMACY LTD,Retail,STORE 1 GOIL SERVICE STATION PEDU CAPE COAST,CAPE COAST,Central
2122,PC/GR/WR/00093,LONGVIEW P'CEUTICAL CO. LTD,Wholesale/Retail,NO. 82 H/NO. KOJO THOMPSON ROAD - ADABRAKA ACCRA,AMA,Greater Accra
2123,PC/AS/R/0083F,LORDYS PHARMACY LTD.,Retail,"H/NO. AK 27,  P-GREEN HIGH STR, AKPAPORISO BUS-STOP,
OBUASI",OBUASI,Ashanti
2124,PC/ER/WR/0436K,LOSAB PHARMACY LTD,Wholesale/Retail,EG-020-5026 HOSPITAL ROAD - NSAWAM,NSAWAM ADOAGYIRI,Eastern
2125,PC/BA/WR/0130K,LOVE GENERATION PHARMACY L,DW. holesale/Retail,"H/NO. NKE/9/167 NAMGOM STREET BESIDE METHODIST
CHURCH BEREKUM",DORMA WEST,Brong Ahafo
2126,PC/AS/W/0508L,LOVELIFE PHARMACY LIMITED,Wholesale,PLOT 19A ADJACENT UNITY OIL DANNYAME KUMASI,KMA,Ashanti
2127,PC/GR/W/0360P,LUCKY DEVELOPMENT PHARMAC,W LThDolesale,"GA-173-1327 FEO EYEO ROAD NORTH INDUSTRIAL AREA
ACCRA",,Greater Accra
2128,PC/GR/R/0408K,LUCY'S PHARMACY LIMITED,Retail,"GC-120-1991 BEHIND ODOGONNO SCHOOL ROAD ABRANTIE
ANYAA",GA CENTRAL,Greater Accra
2129,PC/AS/R/0177K,LUHAKI COMPANY LIMITED,Retail,"PLOT 5, BLOCK D - ASABI ASOKORE-MAMPONG",KMA,Ashanti
2130,PC/AS/R/0178K,LUHAKI COMPANY LIMITED,Retail,"PLOT 3, BLOCK C - NIMA  ASOKORE-MAMPONG",KMA,Ashanti
2131,PC/AS/R/0025C,LUHAKI COMPANY LTD.,Retail,"PLOT 4, BLK. B, - ADUKROM ASOKORE MAMPONG",KMA,Ashanti
2132,PC/AS/WR/0545L,LUKUMAH PHARMACEUTICALS LI,WIThEoDlesale/Retail,"H/NO. 1, BLOCK N HIGH STREET - ADUKROM",KMA,Ashanti
2133,PC/GR/R/0220J,LUMINA PHARMACY LTD,Retail,"H/NO 70/3 WESTLAND BLVD ROAD MADINA NEW ROAD
MADINA",LA NKWANTANANG-MADINA,Greater Accra
2134,PC/GR/R/0192L,LYDWORD PHARMACY LTD,Retail,"H/NO. 48 ALHAJI GUARANTEE STREET LAST STOP NORTH
KANESHIE",AMA,Greater Accra
2135,PC/AS/R/0022H,LYKAL PHARMACY LTD,Retail,PLOT 34 ASUOFUA ASUOFIA ASUOFUA,ATWIMA NWABIAGYA,Ashanti
2136,PC/GR/W/00259,LYMENS CHEMISTS,Wholesale,H/NO. 357 FAANOFA STREET KOKOMLEMLE ACCRA,AMA,Greater Accra
2137,PC/ER/WR/0030J,LYMEZZ PHARMACY LIMITED,Wholesale/Retail,"H/NO. OSB/B3 MAIN STREET OPOKU NSIAH JUNCTION
OSABENE",AKWAPIM NORTH,Eastern
2138,PC/GR/R/00657,LYNAT PHARMA LTD.,Retail,H/NO. B165/12 TWUM TAWIAH STREET ODORKOR ACCRA,AMA,Greater Accra
2139,PC/GR/W/0164L,LYNSAM CHEMIST LTD,Wholesale,"GA-591-9121 ADENTA BINDING ROAD ZONGO JUNCTION
MADINA",LA NKWANTANANG-MADINA,Greater Accra
2140,PC/GR/R/00562,LYNSAM CHEMISTS LTD.,Retail,H/NO. A 1094/14 - MPOASE DANSOMAN ACCRA,AMA,Greater Accra
2141,PC/ER/R/0087P,M & E HEALTHWAY PHARMACY L,DRetail,EN-086-5209 - MANYILA KOFORIDUA-ADA,NEW-JUABENG,Eastern
2142,PC/GR/MW/00003,M & G PHARMACEUTICALS LTD.,Manufacturing W,oHl/eNsaOl.e D 446/1 BANNERMAN ROAD JAMES TOWN ACCRA,AMA,Greater Accra
2143,PC/NR/W/0062F,M & G PHARMACEUTICALS LTD.(T,WMhAoLlEe sBaRleANCH),"H/NO. A EXT. 85 (1215), CATHOLIC GUEST HSE. JUNCTION OFF
BOLGA RD. - GUMBIHINI",TAMALE,Northern
2144,PC/CR/WR/0508K,M. CITY PHARMACY,Wholesale/Retail,H/NO. WH 33/1 - CP KASOA,AWUTU SENYA EAST,Central
2145,PC/AS/R/0136N,M. Y. F. PHARMACY,Retail,H/NO. T.N. 16 NEW STREET TUNSOUM ADJAMESU,BEKWAI,Ashanti
2146,PC/GR/R/0245P,MA & M PHARMACY LTD,Retail,"H/NO. 4, GE-358-6022 - NEAR MASALACHI KISSIEMAN",GA EAST,Greater Accra
2147,PC/GR/R/0040J,MA HAVILAH CHEMIST LTD,Retail,NEAR MOSQUE OLEBU JUNCTION ABLEKUMA-OLEBU,GA WEST,Greater Accra
2148,PC/GR/R/0078J,MA HAVILAH CHEMIST LTD,Retail,H/NO. 1 MAIN STREET - HANHEAN,GA WEST,Greater Accra
2149,PC/AS/R/0139J,MAAKOS PHARMACY,Retail,"PLOT 15, BLOCK 3 KWAPRA ROAD - KRONUM",AFIGYA-KWABRE,Ashanti
2150,PC/AS/R/0181G,MAALOO PHARMACY LTD,Retail,"H/NO. 44E                         ACHIASE-ABIREM STR,
AHENBRONUM, ACHIASE",EJISU-JUABENG,Ashanti
2151,PC/UWR/WR/0195,MAALYIRI PHARMACY,Wholesale/Retail,HOSPITAL ROAD - - JIRAPA,JIRAPA,Upper West
2152,PC/UWR/R/0464L,MAALYIRI PHARMACY LIMITED,Retail,"X0-0960-2955 HOSPITAL ROAD NADOWLI HOSPITAL
JUNCTION NADOWLI",NADOWLI-KALEO,Upper West
2153,PC/GR/R/00880,MAAPA HEALTHCARE LTD.,Retail,"DROMO STORES, JAPAN MOTORS LAKESIDE ROAD ASHALLEY
BOTWE ACCRA",ADENTAN,Greater Accra
2154,PC/GR/R/0061M,MABANDRA PHARMACY LTD,Retail,H/NO. C 17 HIGH TENSION STREET - LASHIBI,TMA,Greater Accra
2155,PC/AS/WR/00045,MAC & SONS LIMITED.,Wholesale/Retail,"H/NO. 269/271 , OTB KUMASI",KMA,Ashanti
2156,PC/BA/WR/00015,MACK-HUBERT PHARMACY LTD.,Wholesale/Retail,H/NO. P5/C CHIRAA RD SUNYANI PENKWASE,SUNYANI,Brong Ahafo
2158,PC/AS/R/0173K,MACORE PHARMACY,Retail,"PLOT 13, BLOCK C, ATONSU AGOGO HOSPITAL",KMA,Ashanti
2159,PC/WR/WR/0329J,MADIBRA AND CO. LTD,Wholesale/Retail,"H/NO. LBU 11/121 MAIN TAKORADI-TARKWA ROAD TAMSO
TARKWA",TARKWA-NSUAEM,Western
2160,PC/WR/WR/0176E,MADIBRA PHARMACY,Wholesale/Retail,"H/NO. ASI/277, ASANCO JXN.   ASANKRAGUA ASANKRAGUA",WASSA AMENFI WEST,Western
2161,PC/GR/R/00257,MADINA ESTATES PHARMACY,Retail,"H/NO. 86, NEAR ALPHA MED, MADINA ESTATES MADINA",LA NKWANTANANG-MADINA,Greater Accra
2162,PC/AS/W/0301H,MAFCO PHARMACEUTICAL COMP,WNhYo LlTeDsa.le,"PLOT 5, BLOCK A ANITAL HOTEL ROAD ACHIAWKROM EJISU",EJISU-JUABENG,Ashanti
2163,PC/WR/R/0194L,MAGBEN PHARMACY,Retail,PLOT 45 PASTRY C1 - KWESIMINTSIM,SEKONDI-TAKORADI,Western
2164,PC/GR/R/00755,MAGINALD PHARMACY LTD.,Retail,PLOT NO. 37 GIFFARD ROAD LA-TRADE FAIR ACCRA,LEDZOKUKU-KROWOR,Greater Accra
2165,PC/GR/WR/00257,MAGMITCH PHARMACY LTD.,Wholesale/Retail,H/NO. 39/13 NEAR BIG GUTTER NIMA ACCRA,AMA,Greater Accra
2166,PC/GR/R/00549,MAGOLD PHARMACY,Retail,H/NO. 257/258 N4/C2 AGGREY ROAD COMMUNITY 2 TEMA,TMA,Greater Accra
2168,PC/GR/R/0009C,MAGPAT PHARMACY,Retail,"H/NO. 30W, EMMANUEL VILLA   MADINA NWAMANKROM",ADENTAN,Greater Accra
2169,PC/GR/R/0194E,MAGPAT PHARMACY TLD,Retail,"UNN, HSE,  BOHYE RD, WISCONSIN HOTEL, COS WAY DOWN A
ACCRA",GA EAST,Greater Accra
2170,PC/AS/R/0037H,MAGREEN PHARMACY LTD,Retail,"PLOT 9, BLK B OLD TAFO MAGAZINE  TAFO",KMA,Ashanti
2171,PC/GR/R/00696,MAIN FOCUS PHARMACY LTD.,Retail,"H/NO. 50/7 NEAR BURGAIN SCHOOL COMMUNITY 20 LASHIBI
TEMA",TMA,Greater Accra
2172,PC/AS/W/00086,MAINOO CHEMIST,Wholesale,"PLOT OA 1, BLK 17B, GOLDEN GATE HOTEL STR, OLD
AMAKOM, KUMASI",KMA,Ashanti
2173,PC/NR/R/0339J,MAINSTREET PHARMACY LTD,Retail,H/NO. KU 7 HOSPITAL ROAD KUKUO TAMALE,TAMALE,Northern
2174,PC/WR/WR/0227M,MAIVAN PHARMACY,Wholesale/Retail,H/NO. 1 MAIN STREET AKAN TARKWA,TARKWA-NSUAEM,Western
2175,PC/ER/R/0598K,MAJOR PHARMACY LTD,Retail,H/NO. S88 ABOASA ROAD NEAR GRA AKROPONG-AKWAPIM,AKWAPIM NORTH,Eastern
2176,PC/GR/WR/0434L,MAKAY PHARMACY LIMITED,Wholesale/Retail,"PLOT 73/74 NUNGUA ASHAIMAN ROAD COMMUNITY 16
TEMA",TMA,Greater Accra
2177,PC/ER/W/0135A,MAKDOR PHARMACY LTD.,Wholesale,H/NO. BTT A 28 ADWESO ROAD BETOM KOFORIDUA,NEW-JUABENG,Eastern
2178,PC/GR/R/0038N,MAKEESA PHARMACY LTD,Retail,"H/NO. F0280 HIGH STREET OPPOSITE ODUMASI JUNCTION
AMORMORLEY",GA WEST,Greater Accra
2179,PC/GR/R/00076,MAL-TITI CHEMISTS,Retail,"H/NO. B 309/3M POINT 5 ROAD MADINA ZONGO JUNCTION
ACCRA",ADENTAN,Greater Accra
2180,PC/GR/W/0047E,MAL-TITI CHEMISTS LTD.,Wholesale,"STORE NO. 15, MADINA MARKET - MADINA",ADENTAN,Greater Accra
2181,PC/GR/WR/0076L,MALB-PHARMA LIMITED,Wholesale/Retail,- ACCRA-NSAWAM ROAD DELALI ADJIMAH,GA WEST,Greater Accra
2182,PC/GR/R/0099G,MALB-PHARMA LTD.,Retail,"H/NO. 7 EAST W3, 1ST NEW ACHIMOTA ROAD, - ACHIMOTA",AMA,Greater Accra
2183,PC/GR/WR/0137K,MALIKEM PHARMACY AND HEALT,W ChOoMlesPaAleN/YR eLTtaDil,"CEDAR-MEDICAL PLAZA, 2 FADAMA ROAD - ACCRA",AMA,Greater Accra
2184,PC/GR/R/00233,MALIKO PHARMA LTD.,Retail,"ADABLA PLAZA NO.3  OROKO STR KOKOMLEMLE
KOKOMLEMLE",AMA,Greater Accra
2186,PC/GR/WR/0221L,MAM CHEMIST LIMITED,Wholesale/Retail,ABOUM JUNCTION KWABENYA,GA EAST,Greater Accra
2187,PC/BA/WR/0167P,MAM PHARMACEUTICALS LTD,Wholesale/Retail,H/NO. SG 0196 - NWOASE KINTAMPO,KINTAMPO NORTH,Brong Ahafo
2188,PC/GR/R/0200L,MAMBA PHARMACY,Retail,"ROSE HILLS MALL ALHAJI SEIDU STREET ADJACENT MADINA
POLICE STATION MADINA MARKET",LA NKWANTANANG-MADINA,Greater Accra
2189,PC/AS/WR/0285P,MANASSEH STATION PHARMACY,Wholesale/Retail,PLOT 4 AG-0831-2367 NEW SITE AHENEMA KOKOBEN,ATWIMA KWANWOMA,Ashanti
2190,PC/NR/WR/0167H,MANSCO PHARMACY LTD.,Wholesale/Retail,"UNN. PREMISES HOSPITAL ROAD OPP. VODAFONE MAST
KPANDAI",KPANDAI,Northern
2191,PC/CR/R/0044M,MAPLE LEAF CHEMIST,Retail,"H/NO. 5/10 KWAA AMANKWAA STREET CHAPEL SQUARE
ELMINA",KOMENDA-EDINA EGUAFO-AB,RCEeMntral
2192,PC/GR/WR/00098,MAPLE-LEAF CHEMISTS LTD.,Wholesale/Retail,ASAFOATSE NETTEY ROAD POST OFFICE SQAURE ACCRA,AMA,Greater Accra
2193,PC/GR/R/0099E,MARAH MEDICAL SUPPLIES LTD.,Retail,PALACE MALL SPINTEX ROAD - ACCRA,LEDZOKUKU-KROWOR,Greater Accra
2194,PC/GR/IW/00025,MARAKAF PHARMACY LIMITED,Importing Wholes,"Hle/NO/ 21ST FLOOR, OLD SIC KIMBU ROAD TUDU ACCRA",AMA,Greater Accra
2195,PC/GR/R/00302,MAREST PHARMACY LIMITED,Retail,H/NO. B266/6 OBLOGO ROAD ABOSSEY OKAI ACCRA,AMA,Greater Accra
2196,PC/AS/R/0145C,MARGBEST PHARMACY LTD.,Retail,"H/NO. PLT 10, BLOCK 4  YENNYYAWOSO KUMASI",KMA,Ashanti
2197,PC/GR/WR/00099,MARGOKIN PHARMACY,Wholesale/Retail,H/NO. B 322/14 FEO EYEO STREET KANESHIE ACCRA,AMA,Greater Accra
2198,PC/AS/R/0107N,MARIDEC PHARMACY LTD,Retail,"PLOT 6, BLOCK MN, ANWOMASO",KMA,Ashanti
2199,PC/GR/WR/0187L,MARISCA PHARMACEUTICALS,Wholesale/Retail,H/NO. 32A - ACP KWABENYA,GA EAST,Greater Accra
2200,PC/AS/R/00267,MARISCA PHARMACY LTD.,Retail,"PLOT NO. 2, BLK. B, SEPE TINPOM JXN, ASOKORE MAMPONG",ASOKORE MAMPONG,Ashanti
2201,PC/CR/WR/0160H,MARIWAK PHARMACY LTD.,Wholesale/Retail,"UNN. STORE OBOM ROAD NEAR QUEIROZ GALRAD SITE
KASOA",AWUTU SENYA,Central
2202,PC/AS/WR/00068,MARKET SQ. CHEMISTS LTD.,Wholesale/Retail,H/NO. K.O.30 - KUMASI KUMASI,KMA,Ashanti
2203,PC/GR/R/0490L,MARKET STREET PHARMACY,Retail,GZ-124-7207 MARKET STREET - OKPOI GONNO,LA NKWANTANANG-MADINA,Greater Accra
2204,PC/GR/R/0432K,MARMARLYN PHARMACY LTD,Retail,H/NO. 21 WINNEBA ROAD NEW APLAKU NEW WEIJA,GA SOUTH,Greater Accra
2205,PC/GR/R/00958,MARNEUK PHARMACY LTD.,Retail,H/NO. 643/17 OPPOSITE WATER WORKS ODORKOR ACCRA,AMA,Greater Accra
2206,PC/GR/R/0020F,MARPE PHARMACY LTD.,Retail,H/NO. C/260/2 FARRAR AVENUE - ADABRAKA-ACCRA,AMA,Greater Accra
2207,PC/AS/R/0168N,MARRIEMENS PHARMACY LTD,Retail,"PLOT 10, SASA",AFIGYA-KWABRE,Ashanti
2208,PC/AS/R/0046C,MARRITA PHARMACY,Retail,"UNN SHOP, - NEAR APRABO LORRY STATION DOMPOASE
APRABO",KMA,Ashanti
2209,PC/AS/R/0035H,MARRITA PHARMACY LTD,Retail,PLOT NO. 7 NEW DUASE DUASE NEW SITE DUASE,KWABERE EAST,Ashanti
2210,PC/GR/R/0215N,MARSHALL CHEMIST,Retail,H/NO. 371/3 - LANTEMAN CHORKOR,AMA,Greater Accra
2211,PC/GR/R/0079L,MARSHALL CHEMISTS LIMITED,Retail,GZ-184-9684 RASTA ROAD - TESHIE,LEDZOKUKU-KROWOR,Greater Accra
2212,PC/WR/R/0514L,MARTBIL PHARMACY,Retail,UNN. HOUSE MAIN STREET - BAWDIE,AMENFI EAST,Western
2213,PC/WR/R/0071F,MARTINOS CHEMIST LTD.,Retail,"H/NO. 331, NKROFUL JXN, CAPSTONE FILLING STN,  NKROFUL",SEKONDI-TAKORADI,Western
2214,PC/CR/WR/0087A,MARTINOS PHARMACY,Wholesale/Retail,"ELMINA SHELL                         OPP. SSNIT FLATS, - ELMINA",KOMENDA-EDINA EGUAFO-AB,RCEeMntral
2215,PC/GR/R/0534K,MARTKUZI PHARMACY LTD,Retail,GE-089-4329 MAIN STREET GHANA FLAG OYARIFA,ADENTAN,Greater Accra
2216,PC/GR/WR/0605H,MARY DE ROSE PHARMACY LTD.,Wholesale/Retail,"H/NO. B364/18 BUBASHIE-ATTICO TROTRO LAST STOP
ATTICO ACCRA",AMA,Greater Accra
2218,PC/CR/R/0142H,MARYGOLD PHARMACY LTD,Retail,"UNN. PREMISES, GNAT HALL POLY ROAD  AYIFUA  CAPE
COAST",CAPE COAST,Central
2219,PC/GR/R/0196P,MASCOT PHARMACY LTD,Retail,GD-085-5764 NO. 31 DZIRASE STREET - OGBOJO,ADENTAN,Greater Accra
2220,PC/GR/W/0079N,MASLARRY PHARMACY LTD,Wholesale,GA-183-7744 DERBY AVENUE - TUDU,AMA,Greater Accra
2221,PC/GR/R/00199,MATAHEKO PHARMACY LTD.,Retail,"HNO. B132/16 POLICE BARRACKS MATAHEKO ASOREDANHO
ACCRA",AMA,Greater Accra
2222,PC/GR/R/0288J,MATCARE PHARMACY,Retail,H/NO. BAW 171 SPINTEX ROAD SPINTEX BAATSONA,TMA,Greater Accra
2223,PC/GR/WR/00227,MATELL CHEMISTS LTD.,Wholesale/Retail,H/NO. CL/13/1 - SAKUMONO BROADWAY ACCRA,TMA,Greater Accra
2224,PC/GR/R/00373,MATHS PHARMACY,Retail,"H/NO. 58, ADENTA HOUSING DOWN NTREH STR. - ADENTA",ADENTAN,Greater Accra
2225,PC/VR/R/00002,MATVIN PHARMACY,Retail,"H/NO.159,BLK.1   HOHOE",HOHOE,Volta
2226,PC/AS/WR/0656L,MAUJO PHARMACY LTD,Wholesale/Retail,"STORE NO. 9, 10, 29 & 30 CEMETARY ROAD MARKET
AKROFROM",OBUASI,Ashanti
2227,PC/NR/WR/0037B,MAUPLUS PHARMACEUTICALS LT,W.holesale/Retail,H/NO. 5 WEST HOSPITAL ROAD TAMALE TAMALE,TAMALE,Northern
2228,PC/NR/R/0114M,MAUPLUS PHARMACY,Retail,H/NO 13 GBEWAA STREET - CENTRAL TAMALE,TAMALE,Northern
2229,PC/NR/R/0244N,MAUPLUS PHARMACY,Retail,"H/NO. R35 BEAN ROAD OPPOSITE NIB, BALOGU YENDI",YENDI,Northern
2230,PC/NR/R/0102K,MAUPLUS PHARMACY LTD,Retail,PLOT NO. 201A FUO-TAHA ROAD FUO REST FUO,SAGNERIGU,Northern
2231,PC/NR/R/0161E,MAUPLUS PHARMACY LTD.(TISHE,RUe)tail,"H/NO. B386, DAGOMBA ROAD CENTRAL HOSP. TISHEGU",TAMALE,Northern
2232,PC/GR/WR/00101,MAWUENA PHARMACY,Wholesale/Retail,H/NO. 1 - NEW KWASHIEMAN MOTORWAY ACCRA,GA SOUTH,Greater Accra
2233,PC/GR/R/0460K,MAWUENA PHARMACY,Retail,GM 235 - AYI-MENSAH KITASE,ADENTAN,Greater Accra
2234,PC/GR/WR/0418K,MAX-HEALTH PHARMACEUTICALS,Wholesale/Retail,"NYAHO TAMAKLOE ROAD SUPERMARKET JUNCTION
AGBOGBA",GA EAST,Greater Accra
2235,PC/GR/W/0067M,MAXBET PHARMACY LTD.,Wholesale,GL-051-2642 OAK STREET - TSE ADDO,LA NKWANTANANG-MADINA,Greater Accra
2236,PC/GR/R/0403H,MAXBET PHARMACY LTD.,Retail,"H/No. P.T.C. 133, PILLAR 2 PILLAR 2, BEHIND TRADE FAIR LA
TSEADDO",LA NKWANTANANG-MADINA,Greater Accra
2237,PC/ER/WR/0158H,MAXHOPE PHARMACY,Wholesale/Retail,"H/NO. ADW/A8, METHODIST CHURCH,  - ADWESO-205
KOFORIDUA",NEW-JUABENG,Eastern
2238,PC/GR/WR/00102,MAXKINS PHARMACY,Wholesale/Retail,"H/NO. 1 DZORSHIE STREET AWUDOME ROUNDABOUT
KANESHIE ACCRA",AMA,Greater Accra
2239,PC/GR/IW/0028J,MAXTAK PHARMACY LIMITED,Importing Wholes,"Hle/NO. 64,  STATION ROAD OKAISHIE ACCRA",AMA,Greater Accra
2240,PC/GR/W/0204J,MAXTAK PHARMACY LIMITED,Wholesale,"STORE 12 PIONEER PLAZA CMB, KORLE DUDOR ACCRA",AMA,Greater Accra
2241,PC/WR/WR/0231M,MAXXIS PHARMACY,Wholesale/Retail,"STORE 3 AMA BOA STREET Behind Circuit Court
ASANKRANGWA",WASSA AMENFI WEST,Western
2242,PC/GR/W/0231N,MAY-MART PHARMACEUTICALS L,MWIhToElDesale,GM-017-3856 PRESTIGE STREET MARKET MADINA,LA NKWANTANANG-MADINA,Greater Accra
2243,PC/GR/R/0171M,MAY-MART PHARMACY LIMITED,Retail,"H/NO. TMAN 51-15 BOO2, 456 - LAME DWAAHE 48B ADENTA",ADENTAN,Greater Accra
2244,PC/GR/WR/0373H,MAYSBEE PHARMACY,Wholesale/Retail,H/NO. 774/2 KIMBERLY AVENUE OKAISHIE ACCRA,AMA,Greater Accra
2245,PC/CR/W/0191N,MAYSON PHARMACEUTICALS LTD,Wholesale,STORE 5 & 6 MAIN ROAD - KASOA,AWUTU SENYA EAST,Central
2246,PC/GR/R/0339K,MBC PHARMACY LTD,Retail,PLOT 2 - MANGO FARMS AYIMENSA,ADENTAN,Greater Accra
2247,PC/AS/W/00029,MBROM PHARMACY,Wholesale,H/NO. M.B.71 MBROM - KUMASI,KMA,Ashanti
2248,PC/GR/R/0138K,McCARTHY HILL PHARMACY (APL,RKeUt aAiNlNEX),"OLD BORTIANOR ROAD, APLAKU VILLAGE",GA SOUTH,Greater Accra
2249,PC/GR/R/0181C,McCARTYHY HILL PHARMACY,Retail,"H/NO. 8/04, SHORT ROAD, McCARTHY HILL, ACCRA",GA SOUTH,Greater Accra
2250,PC/AS/WR/00096,McDAKUS PHARMACY LTD,Wholesale/Retail,"H/NO. PLOT 22, BLOCK. G. null TAFO NHYIAESO KUMASI",KMA,Ashanti
2251,PC/WR/WR/0038M,McELLI PHARMACY,Wholesale/Retail,H/NO. 25/28 ASOMPA ROAD - PRESTEA,PRESTEA HUNI VALLEY,Western
2252,PC/GR/R/0020J,MCLIZ PHARMACY LIMITED,Retail,NEAR PANTANG HOSPITAL ALAFIA STREET - PANTANG,GA EAST,Greater Accra
2253,PC/GR/WR/0145K,MD PHARMACY LTD,Wholesale/Retail,"H/NO. B173/33 KWASHIE BERROT STREET AKWETEMAN
ACCRA",GA CENTRAL,Greater Accra
2254,PC/GR/R/0247J,MD-SQUARE PHARMACY,Retail,H/NO. B 29 DANFA ROAD SITE C DANFA,LA NKWANTANANG-MADINA,Greater Accra
2255,PC/AS/R/0354K,MDK PHARMACY LTD,Retail,"H/NO. JS 19 OPPOSITE ODOTOBRI RURUAL BANK TANSOUN
JACOBU",AMANSIE CENTRAL,Ashanti
2256,PC/CR/WR/0448L,MEALIENT PHARMACY,Wholesale/Retail,GCA/0119 - TIPPERJUNCTION BUDUMBURAM,GOMOA EAST,Central
2257,PC/AS/R/0021D,MEBEK HEALTH SERVICE LTD,Retail,"PLOT 69, BLOCK A BREMAN TAFO ROAD PROMISING STAR
HOTEL JUNCTION BREMAN",KMA,Ashanti
2258,PC/GR/R/0066M,MEBRONI PHARMACY LIMITED,Retail,H/NO. 116 ROMAN CATHOLIC STREET - TAIFA,GA EAST,Greater Accra
2259,PC/WR/WR/0286K,MEBRONI PHARMACY LTD,Wholesale/Retail,"PLOT 14, BAWDIE",WASSA AMENFI CENTRAL,Western
2260,PC/GR/R/0102C,MED EXPRESS,Retail,"H/NO. 1A, 14E, OTANO ROAD ACCRA ADJIRINGANO",ADENTAN,Greater Accra
2261,PC/GR/IW/0244P,MED HOUSE PHARMACEUTICAL L,IDmporting Wholes,GleA-101-1865 OFFICIAL STREET FOKAL HOUSE ADABRAKA,AMA,Greater Accra
2262,PC/GR/R/0019A,MED-PAL CHEMIST LTD.,Retail,H/NO. 426 - POKUASE POKUASE,GA WEST,Greater Accra
2263,PC/GR/WR/0043E,MED-PAL CHEMIST LTD.,Wholesale/Retail,"PLOT NO. 1 SAPEIMAN GW-0093-1459 ELECTORAL VILLAGE
ASOFAN",GA WEST,Greater Accra
2264,PC/GR/R/0001G,MED-TOUCH PHARMACY LTD,Retail,"H/NO. B906/7, ASERE AYITEY, KANESHIE ACCRA",AMA,Greater Accra
2265,PC/GR/R/0158K,MED-WAY PHARMACY,Retail,PLOT 22 - NEAR TAXI RANK KWABENYA,GA EAST,Greater Accra
